a	a 1
xĩn	s i n 3
xỉn	s i n 4
xịn	s i n 6
xinh	s i ɲ 1
xính	s i ɲ 5
xình	s i ɲ 2
xĩnh	s i ɲ 3
xỉnh	s i ɲ 4
xít	s i t 5
xịt	s i t 6
xíu	s i w 5
xìu	s i w 2
xỉu	s i w 4
xịu	s i w 6
xo	s ɔ 1
xó	s ɔ 5
xô	s o 1
xố	s o 5
xồ	s o 2
xổ	s o 4
xỏ	s ɔ 4
xọ	s ɔ 6
xơ	s ɤ 1
xớ	s ɤ 5
xờ	s ɤ 2
xỡ	s ɤ 3
xở	s ɤ 4
xoa	sw ʷa 1
xóa	sw ʷa 5
xòa	sw ʷa 2
xõa	sw ʷa 3
xỏa	sw ʷa 4
xoã	sw ʷa 3
xoác	sw ʷa k 5
xoạc	sw ʷa k 6
xoạch	sw ʷa tʃ 6
xoai	sw a j 1
xoài	sw a j 2
xoải	sw a j 4
xoàm	sw ʷa m 2
xoan	sw ʷa n 1
xoán	sw ʷa n 5
xoàn	sw ʷa n 2
xoăn	sw ʷă n 1
xoắn	sw ʷă n 5
xoẳn	sw ʷă n 4
xoang	sw ʷa ŋ 1
xoàng	sw ʷa ŋ 2
xoảng	sw ʷa ŋ 4
xoạng	sw ʷa ŋ 6
xoành	sw ʷa ɲ 2
xoát	sw ʷa t 5
xoạt	sw ʷa t 6
xoay	sw ă j 1
xoáy	sw ă j 5
xóc	s ɔ k͡p 5
xốc	s o k͡p 5
xộc	s o k͡p 6
xọc	s ɔ k͡p 6
xoe	sw ʷɛ 1
xòe	sw ʷɛ 2
xọe	sw ʷɛ 6
xoen	sw ʷɛ n 1
xoèn	sw ʷɛ n 2
xoẻng	sw ʷɛ ŋ 4
xoét	sw ʷɛ t 5
xoẹt	sw ʷɛ t 6
xoi	s ɔ j 1
xói	s ɔ j 5
xôi	s o j 1
xối	s o j 5
xổi	s o j 4
xơi	s ɤ j 1
xới	s ɤ j 5
xởi	s ɤ j 4
xom	s ɔ m 1
xóm	s ɔ m 5
xòm	s ɔ m 2
xôm	s o m 1
xồm	s o m 2
xổm	s o m 4
xõm	s ɔ m 3
xơm	s ɤ m 1
xờm	s ɤ m 2
xon	s ɔ n 1
xón	s ɔ n 5
xôn	s o n 1
xốn	s o n 5
xồn	s o n 2
xổn	s o n 4
xộn	s o n 6
xơn	s ɤ n 1
xớn	s ɤ n 5
xởn	s ɤ n 4
xong	s ɔ ŋ͡m 1
xóng	s ɔ ŋ͡m 5
xòng	s ɔ ŋ͡m 2
xông	s o ŋ͡m 1
xống	s o ŋ͡m 5
xồng	s o ŋ͡m 2
xổng	s o ŋ͡m 4
xõng	s ɔ ŋ͡m 3
xỏng	s ɔ ŋ͡m 4
xóp	s ɔ p 5
xốp	s o p 5
xộp	s o p 6
xọp	s ɔ p 6
xớp	s ɤ p 5
xợp	s ɤ p 6
xót	s ɔ t 5
xốt	s o t 5
xớt	s ɤ t 5
xợt	s ɤ t 6
xu	s u 1
xú	s u 5
xù	s u 2
xũ	s u 3
xủ	s u 4
xụ	s u 6
xư	s ɯ 1
xứ	s ɯ 5
xừ	s ɯ 2
xử	s ɯ 4
xự	s ɯ 6
xua	s uə 1
xúa	s uə 5
xưa	s ɯə 1
xửa	s ɯə 4
xuân	sw ʷɤ̆ n 1
xuẩn	sw ʷɤ̆ n 4
xuất	sw ʷɤ̆ t 5
xuây	sw ɤ̆ j 1
xúc	s u k͡p 5
xục	s u k͡p 6
xức	s ɯ k 5
xực	s ɯ k 6
xuê	sw ʷe 1
xuề	sw ʷe 2
xuể	sw ʷe 4
xuệch	sw ʷe tʃ 6
xuềnh	sw ʷe ɲ 2
xui	s u j 1
xúi	s u j 5
xùi	s u j 2
xụi	s u j 6
xum	s u m 1
xúm	s u m 5
xùm	s u m 2
xun	s u n 1
xung	s u ŋ͡m 1
xúng	s u ŋ͡m 5
xùng	s u ŋ͡m 2
xủng	s u ŋ͡m 4
xụng	s u ŋ͡m 6
xưng	s ɯ ŋ 1
xứng	s ɯ ŋ 5
xừng	s ɯ ŋ 2
xửng	s ɯ ŋ 4
xước	s ɯə k 5
xược	s ɯə k 6
xuôi	s uə j 1
xười	s ɯə j 2
xượi	s ɯə j 6
xuôm	s uə m 1
xuộm	s uə m 6
xuông	s uə ŋ 1
xuống	s uə ŋ 5
xuồng	s uə ŋ 2
xuổng	s uə ŋ 4
xương	s ɯə ŋ 1
xướng	s ɯə ŋ 5
xường	s ɯə ŋ 2
xưởng	s ɯə ŋ 4
xượt	s ɯə t 6
xúp	s u p 5
xụp	s u p 6
xút	s u t 5
xụt	s u t 6
xuy	sw ʷi 1
xúy	s u j 5
xùy	s u j 2
xuyên	sw ʷiə n 1
xuyến	sw ʷiə n 5
xuyền	sw ʷiə n 2
xuyết	sw ʷiə t 5
xuyệt	sw ʷiə t 6
xuýt	sw ʷi t 5
xuỵt	sw ʷi t 6
xy	s i 1
y	i 1
ý	i 5
ỳ	i 2
ỹ	i 3
ỷ	i 4
yêm	iɛ m 1
yếm	iɛ m 5
yểm	iɛ m 4
yên	iɛ n 1
yến	iɛ n 5
yêng	iɛ ŋ 1
yểng	iɛ ŋ 4
yết	iɛ t 5
yêu	iə w 1
yếu	iə w 5
yểu	iə w 4
oắm	w ʷă m 5
phưu	f ɯ w 1
bềm	b e m 2
ể	e 4
